,full_name,line,movie,year,words,neg,neu,pos,compound
13056,TONY STARK,"I'm glad you brought this up, 'cause it's nothing. It's just a housing unit for nano particles.",Avengers: Infinity War,2018,17,0.0,0.833,0.167,0.4588
13057,PEPPER POTTS,"It's not helping your case, OK?",Avengers: Infinity War,2018,6,0.214,0.453,0.333,0.2605
13058,TONY STARK,"No, no, it's an attachment, it's not a-",Avengers: Infinity War,2018,8,0.379,0.431,0.19,-0.296
13059,PEPPER POTTS,You don't need that.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13060,TONY STARK,"I know. I had the surgery. I'm just trying to protect us. The future uses, and that's it. Just in case there's a monster in the closet, instead of, you know...",Avengers: Infinity War,2018,31,0.0,0.912,0.088,0.3818
13061,PEPPER POTTS,Shirts?,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13062,TONY STARK,You know me so well. You finish all my sentences.,Avengers: Infinity War,2018,10,0.0,0.67,0.33,0.4481
13063,PEPPER POTTS,You should have shirts in your closet.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13064,TONY STARK,Yeah. You know what there should be? No more surprises. We're gonna have a nice dinner tonight. Show off this Harry Win-stone. Right? And we should have no more surprises. Ever. I should promise you.,Avengers: Infinity War,2018,35,0.104,0.613,0.284,0.7681
13065,PEPPER POTTS,Yes.,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.4019
13066,TONY STARK,I will.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13067,STEPHEN STRANGE,"Tony Stark, I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way.",Avengers: Infinity War,2018,22,0.073,0.769,0.158,0.4767
13068,TONY STARK,"I'm sorry, you giving out tickets or something?",Avengers: Infinity War,2018,8,0.134,0.619,0.247,0.2732
13069,STEPHEN STRANGE,"We need your help. Look, it's not overselling to say that the fate of the universe is at stake.",Avengers: Infinity War,2018,19,0.0,0.798,0.202,0.5093
13070,TONY STARK,"And who's ""we""?",Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13071,BRUCE BANNER,"Hey, Tony.",Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13072,TONY STARK,Bruce.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13073,BRUCE BANNER,Pepper.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13074,PEPPER POTTS,Hi.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13075,TONY STARK,You okay?,Avengers: Infinity War,2018,2,0.0,0.345,0.655,0.2263
13076,WONG,"From the dawn of the universe, there was nothing. Then, boom! The Big Bang sent six elemental crystals, hurtling across the virgin universe. These Infinity Stones each control an essential aspect of existence.",Avengers: Infinity War,2018,33,0.078,0.922,0.0,-0.4003
13077,STEPHEN STRANGE,Space. Reality. Power. Soul. Mind. And Time.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13078,TONY STARK,Tell me his name again.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13079,BRUCE BANNER,"Thanos. He's a plague, Tony. He invades planets. He takes what he wants. He wipes out half the population. He sent Loki. The attack on New York. That's him.",Avengers: Infinity War,2018,29,0.103,0.897,0.0,-0.4767
13080,TONY STARK,This is it... What's our timeline?,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13081,BRUCE BANNER,"No telling. He has the Power and Space Stones, that already makes him the strongest creature in the whole universe. If he gets his hands, on all six Stones, Tony...",Avengers: Infinity War,2018,30,0.066,0.846,0.088,0.1779
13082,STEPHEN STRANGE,He can destroy life on a scale hitherto undreamt of.,Avengers: Infinity War,2018,10,0.304,0.696,0.0,-0.5423
13083,TONY STARK,"Did you seriously just say ""hitherto undreamt of""?",Avengers: Infinity War,2018,8,0.195,0.805,0.0,-0.1779
13084,STEPHEN STRANGE,Are you seriously leaning on the Cauldron of the Cosmos?,Avengers: Infinity War,2018,10,0.159,0.841,0.0,-0.1779
13085,TONY STARK,"Is that what this is.... ? I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?",Avengers: Infinity War,2018,27,0.0,0.917,0.083,0.3094
13086,STEPHEN STRANGE,No can do.,Avengers: Infinity War,2018,3,0.524,0.476,0.0,-0.296
13087,WONG,We swore an oath to protect the Time Stone. With our lives.,Avengers: Infinity War,2018,12,0.0,0.809,0.191,0.3818
13088,TONY STARK,"And I swore off dairy, but then, Ben & Jerry's named a flavor after me, so....",Avengers: Infinity War,2018,16,0.0,1.0,0.0,0.0
13089,STEPHEN STRANGE,Stark Raving Hazelnuts.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13090,TONY STARK,It's not bad.,Avengers: Infinity War,2018,3,0.0,0.412,0.588,0.431
13091,STEPHEN STRANGE,A bit chalky.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13092,WONG,A Hunka-Hulka Burning Fudge is our favorite.,Avengers: Infinity War,2018,7,0.0,0.625,0.375,0.4588
13093,BRUCE BANNER,That's a thing?,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13094,TONY STARK,Whatever. Point is: things change.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13095,STEPHEN STRANGE,Our oath to protect the Time Stone cannot change. This Stone may be the best chance we have against Thanos.,Avengers: Infinity War,2018,20,0.0,0.659,0.341,0.8316
13096,TONY STARK,"And still conversely, it may also be his best chance against us.",Avengers: Infinity War,2018,12,0.0,0.617,0.383,0.7351
13097,STEPHEN STRANGE,"Well, if we don't do our jobs.",Avengers: Infinity War,2018,7,0.0,0.741,0.259,0.2732
13098,TONY STARK,"What is your job exactly, besides making balloon animals?",Avengers: Infinity War,2018,9,0.0,1.0,0.0,0.0
13099,STEPHEN STRANGE,"Protecting your reality, douchebag.",Avengers: Infinity War,2018,4,0.571,0.429,0.0,-0.6124
13100,BRUCE BANNER,"Okay, guys, could we table this discussion right now? The fact is that we have this Stone. We know where it is. Vision is out there somewhere with the Mind Stone, and we have to find him now.",Avengers: Infinity War,2018,38,0.0,0.902,0.098,0.4404
13101,TONY STARK,"Yeah, that's the... thing.",Avengers: Infinity War,2018,4,0.0,0.577,0.423,0.296
13102,BRUCE BANNER,What do you mean?,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13103,TONY STARK,"Two weeks ago, Vision turned off his transponder. He's offline.",Avengers: Infinity War,2018,10,0.13,0.696,0.174,0.128
13104,BRUCE BANNER,"What? Tony, you lost another super bot?",Avengers: Infinity War,2018,7,0.199,0.433,0.369,0.4515
13105,TONY STARK,I didn't lose him. He's more than that. He's evolving.,Avengers: Infinity War,2018,10,0.0,0.78,0.22,0.3089
13106,STEPHEN STRANGE,"Who could find Vision, then?",Avengers: Infinity War,2018,5,0.0,0.667,0.333,0.25
13107,TONY STARK,Shit.  Probably Steve Rogers.,Avengers: Infinity War,2018,5,0.545,0.455,0.0,-0.5574
13108,STEPHEN STRANGE,"Oh, great.",Avengers: Infinity War,2018,2,0.0,0.196,0.804,0.6249
13109,TONY STARK,Maybe. But...,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13110,BRUCE BANNER,Call him.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13111,TONY STARK,"It's not that easy. God, we haven't caught up in a spell, have we?",Avengers: Infinity War,2018,14,0.277,0.723,0.0,-0.4973
13112,BRUCE BANNER,No.,Avengers: Infinity War,2018,1,1.0,0.0,0.0,-0.296
13113,TONY STARK,The Avengers broke up. We're toast.,Avengers: Infinity War,2018,6,0.359,0.641,0.0,-0.4215
13114,BRUCE BANNER,Broke up? Like a band? Like The Beatles?,Avengers: Infinity War,2018,8,0.227,0.324,0.449,0.4098
13115,TONY STARK,Cap and I fell out hard. We're not on speaking terms.,Avengers: Infinity War,2018,11,0.135,0.865,0.0,-0.1027
13116,BRUCE BANNER,"Tony, listen to me. Thor's gone. Thanos is coming. It doesn't matter who you're talking to or not.",Avengers: Infinity War,2018,18,0.059,0.941,0.0,-0.0191
13117,TONY STARK,"Say, Doc, you wouldn't happen to be moving your hair, would you?",Avengers: Infinity War,2018,12,0.0,1.0,0.0,0.0
13118,STEPHEN STRANGE,"Not at the moment, no.",Avengers: Infinity War,2018,5,0.355,0.645,0.0,-0.296
13119,TONY STARK,"You okay? Help him! Wong, Doc.",Avengers: Infinity War,2018,6,0.0,0.45,0.55,0.5983
13120,BRUCE BANNER,Go! Got it!,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13121,TONY STARK,"F.R.I.D.A.Y., what am I looking at?",Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13122,FRIDAY,"Not sure, I'm working on it.",Avengers: Infinity War,2018,6,0.282,0.718,0.0,-0.2411
13123,TONY STARK,"Hey! You might wanna put that Time Stone in your back pocket, Doc!",Avengers: Infinity War,2018,13,0.0,1.0,0.0,0.0
13124,STEPHEN STRANGE,Might wanna use it.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13125,PETER PARKER,"Ned, hey. I need you to cause a distraction.",Avengers: Infinity War,2018,9,0.302,0.698,0.0,-0.3818
13126,NED LEEDS,Holy shit! We're all gonna die! There's a spaceship!,Avengers: Infinity War,2018,9,0.583,0.417,0.0,-0.8547
13127,STAN LEE,What's the matter with you kids? You've never seen a spaceship before?,Avengers: Infinity War,2018,12,0.0,0.873,0.127,0.1179
13128,TONY STARK,"F.R.I.D.A.Y., evac anyone south of 43rd Street, notify first responders.",Avengers: Infinity War,2018,10,0.0,1.0,0.0,0.0
13129,FRIDAY,Will do.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13130,EBONY MAW,"Hear me, and rejoice. You are about to die at the hands of the Children of Thanos. Be thankful, that your meaningless lives are now contributing to...",Avengers: Infinity War,2018,27,0.187,0.632,0.181,-0.0516
13131,TONY STARK,"I'm sorry, Earth is closed today. You better pack it up and get outta here.",Avengers: Infinity War,2018,15,0.076,0.756,0.169,0.3818
13132,EBONY MAW,Stonekeeper...  Does this chattering animal speak for you?,Avengers: Infinity War,2018,9,0.0,1.0,0.0,0.0
13133,STEPHEN STRANGE,Certainly not. I speak for myself.  But you’re trespassing in this city and on this planet.,Avengers: Infinity War,2018,17,0.0,0.892,0.108,0.1779
13134,TONY STARK,"It means get lost, Squidward!",Avengers: Infinity War,2018,5,0.393,0.607,0.0,-0.3802
13135,EBONY MAW,He exhausts me. Bring me the Stone.,Avengers: Infinity War,2018,7,0.259,0.741,0.0,-0.2732
13136,TONY STARK,"Banner, you want a piece?",Avengers: Infinity War,2018,5,0.0,0.698,0.302,0.0772
13137,BRUCE BANNER,"No, not really, but when do I ever get what I want?",Avengers: Infinity War,2018,12,0.145,0.724,0.131,-0.0387
13138,TONY STARK,"That's right. Been a while. Good to have you, buddy.",Avengers: Infinity War,2018,10,0.0,0.734,0.266,0.4404
13139,BRUCE BANNER,"I just... I need to concentrate here for one second. Come on, come on, man.",Avengers: Infinity War,2018,15,0.0,1.0,0.0,0.0
13140,TONY STARK,Where's your guy?,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13141,BRUCE BANNER,I don't know. We've sort been havin' a thing.,Avengers: Infinity War,2018,9,0.0,1.0,0.0,0.0
13142,TONY STARK,There's no time for a thing.,Avengers: Infinity War,2018,6,0.355,0.645,0.0,-0.296
13143,BRUCE BANNER,I know.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13144,TONY STARK,"That's the thing right there. Let's go. Dude, you're embarrassing me in front of the wizards.",Avengers: Infinity War,2018,16,0.148,0.852,0.0,-0.3818
13145,BRUCE BANNER,"Tony, I'm sorry.  Either I can't or he won't--",Avengers: Infinity War,2018,10,0.157,0.843,0.0,-0.0772
13146,TONY STARK,"It's okay. Hey, stand down.  Keep an eye on him. Thank you.",Avengers: Infinity War,2018,13,0.0,0.694,0.306,0.5267
13147,WONG,I have him.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13148,BRUCE BANNER,Damn it. Where'd that come from?,Avengers: Infinity War,2018,6,0.351,0.649,0.0,-0.4019
13149,TONY STARK,It's nano-tech. You like it? A little someth--,Avengers: Infinity War,2018,8,0.0,0.706,0.294,0.3612
13150,STEPHEN STRANGE,"Dr. Banner, if the rest of your green friend won't be joining us....",Avengers: Infinity War,2018,13,0.0,0.789,0.211,0.4939
13151,TONY STARK,"Gotta get that stone outta here, now.",Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13152,STEPHEN STRANGE,It stays with me.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13153,TONY STARK,Exactly. Bye.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13154,BRUCE BANNER,"Tony, you okay? How we doing? Good? Bad?",Avengers: Infinity War,2018,8,0.245,0.351,0.404,0.3094
13155,TONY STARK,"Really, really good. Really good. Do you plan on helping out?",Avengers: Infinity War,2018,11,0.0,0.467,0.533,0.8459
13156,BRUCE BANNER,I'm trying. He won't come out.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13157,TONY STARK,Hammer.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13158,BRUCE BANNER,"Come on, Hulk. What are you doing to me?  Come out! Come out! Come out!",Avengers: Infinity War,2018,16,0.0,1.0,0.0,0.0
13159,HULK,Nooooooo!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13160,BRUCE BANNER,"What do you mean, ""no""?!",Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13161,PETER PARKER,"Hey, man. What's up, Mr. Stark?",Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13162,TONY STARK,"Kid, where'd you come from?",Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13163,PETER PARKER,"Field trip to MoMA. What is this guy's problem, Mr. Stark?",Avengers: Infinity War,2018,11,0.213,0.787,0.0,-0.4019
13164,TONY STARK,He's from space. He came here to steal a necklace from a wizard.,Avengers: Infinity War,2018,13,0.242,0.758,0.0,-0.4939
13165,EBONY MAW,Your powers are quaint. You must be popular with children.,Avengers: Infinity War,2018,10,0.0,0.763,0.237,0.4215
13166,STEPHEN STRANGE,It's a simple spell but quite unbreakable.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13167,EBONY MAW,Then I'll take it off your corpse.,Avengers: Infinity War,2018,7,0.381,0.619,0.0,-0.5719
13168,STEPHEN STRANGE,You'll find... removing a dead man's spell... troublesome.,Avengers: Infinity War,2018,8,0.603,0.397,0.0,-0.8225
13169,EBONY MAW,You'll only wish you were dead.  NO!,Avengers: Infinity War,2018,8,0.529,0.281,0.19,-0.7027
13170,TONY STARK,"Kid, that's the wizard. Get on it.",Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13171,PETER PARKER,"On it! Not cool! Uhhh, Mr. Stark? I'm being beamed up!",Avengers: Infinity War,2018,11,0.221,0.779,0.0,-0.4287
13172,TONY STARK,"Hang on, kid. Wong, you're invited to my wedding.  Give me a little juice, F.R.I.D.A.Y. Unlock 17-A.  Pete, you gotta let go. I'm gonna catch you.",Avengers: Infinity War,2018,28,0.0,1.0,0.0,0.0
13173,PETER PARKER,But you said save the wizard!  I can't breathe!,Avengers: Infinity War,2018,10,0.0,0.589,0.411,0.7081
13174,TONY STARK,You're too high up. You're running out of air.,Avengers: Infinity War,2018,9,0.0,1.0,0.0,0.0
13175,PETER PARKER,"Yeah! That makes sense. Mr. Stark, it smells like a new car in here!",Avengers: Infinity War,2018,14,0.0,0.676,0.324,0.6467
13176,TONY STARK,"Happy trails, kid. F.R.I.D.A.Y, send him home.",Avengers: Infinity War,2018,7,0.0,0.619,0.381,0.5719
13177,FRIDAY,Yep.,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.296
13178,PETER PARKER,"OH, COME ON!",Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13179,FRIDAY,"Boss, incoming call from Miss Potts.",Avengers: Infinity War,2018,6,0.242,0.758,0.0,-0.1531
13180,PEPPER POTTS,"Tony? Oh, my God. Are you all right? What's going on?",Avengers: Infinity War,2018,11,0.0,0.791,0.209,0.3899
13181,TONY STARK,"Yeah, I'm fine. I just think we might have to push our 8:30 res.",Avengers: Infinity War,2018,14,0.0,0.733,0.267,0.4588
13182,PEPPER POTTS,Why?,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13183,TONY STARK,Just 'cause I'll... probably not make it back for a while.,Avengers: Infinity War,2018,11,0.0,1.0,0.0,0.0
13184,PEPPER POTTS,Tell me you're not on that ship.,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13185,TONY STARK,Yeah.,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.296
13186,PEPPER POTTS,"God, no. Please tell me you're not on that ship.",Avengers: Infinity War,2018,10,0.162,0.515,0.324,0.296
13187,TONY STARK,"Honey, I'm sorry. I'm sorry, I don't know what to say.",Avengers: Infinity War,2018,11,0.245,0.755,0.0,-0.1531
13188,PEPPER POTTS,"Come back here, Tony. I swear to God….",Avengers: Infinity War,2018,8,0.167,0.833,0.0,-0.0516
13189,TONY STARK,Pep….,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13190,PEPPER POTTS,Come back here right now! Come back!,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13191,FRIDAY,"Boss, we're losing her. I'm going, too….",Avengers: Infinity War,2018,7,0.302,0.698,0.0,-0.3818
13192,PETER PARKER,Oh my God!  I should have stayed on the bus....,Avengers: Infinity War,2018,11,0.0,0.77,0.23,0.3382
13193,BRUCE BANNER,Where you going?,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13194,WONG,The Time Stone's been taken. The Sanctum remains unguarded. What will you do?,Avengers: Infinity War,2018,13,0.0,1.0,0.0,0.0
13195,BRUCE BANNER,I'm gonna make a call.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13196,PETER QUILL,"Sing it, Drax!",Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13197,ROCKET,Why are we doing this again?,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13198,GAMORA,"It's a distress signal, Rocket. Someone could be dying.",Avengers: Infinity War,2018,9,0.327,0.673,0.0,-0.5267
13199,ROCKET,"I get that, but why are we doing it?",Avengers: Infinity War,2018,9,0.0,1.0,0.0,0.0
13200,PETER QUILL,Cause we're nice. And maybe whoever it is will give us a little cheddar cheese  for our help.,Avengers: Infinity War,2018,19,0.0,0.732,0.268,0.6705
13201,GAMORA,Which isn't the point.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13202,PETER QUILL,Which isn't the point... I mean… if he doesn't pony up….,Avengers: Infinity War,2018,11,0.0,1.0,0.0,0.0
13203,DRAX,We'll take his ship.,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13204,ROCKET,Exactly!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13205,PETER QUILL,B-b-b-bingo!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13206,MANTIS,We are arriving.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13207,PETER QUILL,"All right, Guardians. Don't forget, this might be dangerous, so let's put on our mean faces.  Groot, put that thing away. Now. I don't wanna tell you again.  Groot.",Avengers: Infinity War,2018,31,0.101,0.845,0.054,-0.3472
13208,GROOT,I am Groot!,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13209,PETER QUILL,Whoa!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13210,ROCKET,Language!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13211,GAMORA,Hey!,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13212,DRAX,Wow.,Avengers: Infinity War,2018,1,0.0,0.0,1.0,0.5859
13213,PETER QUILL,"You got some acorns on you, kid.",Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13214,ROCKET,"Ever since you got a little sap, you're a total d-hole. Keep it up, and I'm gonna SMASH THAT THING TO PIECES!",Avengers: Infinity War,2018,22,0.0,1.0,0.0,0.0
13215,MANTIS,What happened?,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13216,ROCKET,Looks like we're not getting paid. Wipers! Wipers! Get it off!,Avengers: Infinity War,2018,11,0.0,0.748,0.252,0.5229
13217,PETER QUILL,How the hell is this dude still alive?,Avengers: Infinity War,2018,8,0.348,0.455,0.197,-0.4588
13218,DRAX,"He is not a dude. You're a dude. This... this is a man. A handsome, muscular man.",Avengers: Infinity War,2018,17,0.0,0.789,0.211,0.4939
13219,PETER QUILL,I'm muscular.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13220,ROCKET,"Who are you kidding, Quill? You're one sandwich away from fat.",Avengers: Infinity War,2018,11,0.0,0.877,0.123,0.1027
13221,PETER QUILL,"Yeah, right.",Avengers: Infinity War,2018,2,0.0,0.312,0.688,0.296
13222,DRAX,It's true. You have gained a little weight….,Avengers: Infinity War,2018,8,0.0,0.481,0.519,0.6597
13223,PETER QUILL,"What? Gamora, do you think I'm…",Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13224,MANTIS,He is anxious. Angry. He feels tremendous loss and guilt.,Avengers: Infinity War,2018,10,0.618,0.382,0.0,-0.8271
13225,DRAX,It's like a pirate had a baby with an angel.,Avengers: Infinity War,2018,10,0.0,0.737,0.263,0.3612
13226,PETER QUILL,Wow. This is a real wake-up call for me. Okay. I'm gonna get a Bow-flex. I'm gonna commit. I'm gonna get some dumbbells.,Avengers: Infinity War,2018,23,0.046,0.651,0.303,0.7717
13227,ROCKET,"You know you can't eat dumbbells, right?",Avengers: Infinity War,2018,7,0.0,0.839,0.161,0.0382
13228,GAMORA,It's like his muscles are made of Cotati metal fibers.,Avengers: Infinity War,2018,10,0.0,0.783,0.217,0.3612
13229,PETER QUILL,Stop massaging his muscles.  Wake him up.,Avengers: Infinity War,2018,8,0.268,0.732,0.0,-0.296
13230,MANTIS,Wake.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13231,THOR,Who the hell are you guys?,Avengers: Infinity War,2018,6,0.479,0.521,0.0,-0.6808
13232,GAMORA,"The entire time I knew Thanos, he only ever had one goal: To bring balance to the Universe by wiping out half of all life. He used to kill people planet by planet, massacre by massacre....",Avengers: Infinity War,2018,36,0.121,0.879,0.0,-0.6908
13233,DRAX,Including my own.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13234,GAMORA,"If he gets all six Infinity Stones, he can do it with the snap of his fingers, like this.",Avengers: Infinity War,2018,19,0.0,0.878,0.122,0.3612
13235,THOR,You seem to know a great deal about Thanos.,Avengers: Infinity War,2018,9,0.0,0.631,0.369,0.6249
13236,DRAX,Gamora... is the daughter of Thanos.,Avengers: Infinity War,2018,6,0.0,1.0,0.0,0.0
13237,THOR,Your father killed my brother.,Avengers: Infinity War,2018,5,0.529,0.471,0.0,-0.6705
13238,PETER QUILL,"Oh, boy. Stepfather. Technically, she hates him as much as you do.",Avengers: Infinity War,2018,12,0.209,0.791,0.0,-0.4404
13239,THOR,"Families can be tough.  Before my father died, he told me I had a half-sister... that he imprisoned in Hel. Then she returned home, and stabbed me in the eye, so... I had to kill her. It's life, isn't it, I guess. Goes round and round and... I feel your pain.",Avengers: Infinity War,2018,52,0.322,0.678,0.0,-0.9584
13240,PETER QUILL,"And I feel your pain, as well. I mean it's not a competition, but I've been through a lot. My father killed my mother, then I had to kill my father. And that was hard. Probably even harder than having to kill a sister. Plus, I, came out of it with both of my eyes--",Avengers: Infinity War,2018,55,0.341,0.636,0.023,-0.9765
13241,THOR,"I need a hammer, not a spoon…. How do I open this thing? Is there some sort of a four-digit code maybe… maybe a birth date or something….",Avengers: Infinity War,2018,28,0.0,1.0,0.0,0.0
13242,PETER QUILL,What are you doing?,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13243,THOR,Taking your pod.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13244,PETER QUILL,"No, you're not!  You'll not, be taking our pod today, sir.",Avengers: Infinity War,2018,12,0.199,0.801,0.0,-0.3595
13245,ROCKET,Quill. Are you making your voice deeper?,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13246,PETER QUILL,No.,Avengers: Infinity War,2018,1,1.0,0.0,0.0,-0.296
13247,DRAX,You are. You're imitating the god-man. It's weird.,Avengers: Infinity War,2018,8,0.195,0.805,0.0,-0.1779
13248,PETER QUILL,No I'm not.,Avengers: Infinity War,2018,3,0.524,0.476,0.0,-0.296
13249,MANTIS,He just did it again!,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13250,PETER QUILL,This is my voice!,Avengers: Infinity War,2018,4,0.0,1.0,0.0,0.0
13251,THOR,Are you mocking me?,Avengers: Infinity War,2018,4,0.474,0.526,0.0,-0.4019
13252,PETER QUILL,Are you mocking me?,Avengers: Infinity War,2018,4,0.474,0.526,0.0,-0.4019
13253,THOR,Stop it. You did it again.,Avengers: Infinity War,2018,6,0.306,0.694,0.0,-0.296
13254,PETER QUILL,He's trying to copy me.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13255,THOR,Would you stop doing that? He's doing it first.,Avengers: Infinity War,2018,9,0.216,0.784,0.0,-0.296
13256,GAMORA,Enough! We need to stop Thanos. Which means we need to find out where he's going next.,Avengers: Infinity War,2018,17,0.135,0.865,0.0,-0.3595
13257,THOR,Knowhere.,Avengers: Infinity War,2018,1,0.0,1.0,0.0,0.0
13258,MANTIS,He must be going somewhere.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
13259,PETER QUILL,"No. Knowhere? It's a place. We've been there. It sucks. Excuse me, that's our food.",Avengers: Infinity War,2018,15,0.276,0.647,0.076,-0.5267
13260,THOR,Not anymore.,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13261,GAMORA,Thor… why would he go to Knowhere?,Avengers: Infinity War,2018,7,0.0,1.0,0.0,0.0
13262,THOR,"Because for years, the Reality Stone has been safely stored, there with a man we call the Collector.",Avengers: Infinity War,2018,18,0.0,0.833,0.167,0.4939
13263,PETER QUILL,"If it's with the Collector, then it's not safe. Only an idiot would give that man a stone.",Avengers: Infinity War,2018,18,0.276,0.724,0.0,-0.6914
13264,THOR,Or a genius.,Avengers: Infinity War,2018,3,0.0,1.0,0.0,0.0
13265,GAMORA,How do you know he's not going for one of the other Stones?,Avengers: Infinity War,2018,13,0.0,1.0,0.0,0.0
13266,THOR,"There's six stones out there.  Thanos already has the Power Stone because he stole it last week, when he decimated Xandar. He stole the Space Stone from me when he destroyed my ship and slaughtered half my people. The Time and Mind Stones are safe on Earth. They're with the Avengers.",Avengers: Infinity War,2018,52,0.058,0.889,0.053,-0.0772
13267,PETER QUILL,The 'Avengers'?,Avengers: Infinity War,2018,2,0.0,1.0,0.0,0.0
13268,THOR,Earth's Mightiest Heroes.,Avengers: Infinity War,2018,3,0.0,0.377,0.623,0.5106
13269,MANTIS,Like Kevin Bacon?,Avengers: Infinity War,2018,3,0.0,0.444,0.556,0.3612
13270,THOR,"He may be on the team. I don't know. Haven't been there in a while. As for the Soul Stone, well, no one's ever seen that. No one even knows where it is. Therefore, Thanos can't get it. Therefore, he's going to Knowhere. Hence, he'll be getting the Reality Stone. You're welcome.",Avengers: Infinity War,2018,52,0.079,0.829,0.092,0.1779
13271,GAMORA,Then we have to go to Knowhere now.,Avengers: Infinity War,2018,8,0.0,1.0,0.0,0.0
13272,THOR,"Wrong! Where we have to go, is Nivadellir.",Avengers: Infinity War,2018,8,0.326,0.674,0.0,-0.5255
13273,DRAX,That's a made up word.,Avengers: Infinity War,2018,5,0.0,1.0,0.0,0.0
